category,subcategory,current_price,raw_price,discount,likes_count,is_new,brand,variation_0_color,variation_1_color,id,model
accessories,Chapeaux & Bonnets,14.99,29.99,50,36,False,Unknown,Black,Orange,1667386,SKUE95910
accessories,Beanie Hat,11.49,21.71,47,82,False,Unknown,Blue,Black,1669498,SKUE93185
accessories,Chapeaux & Bonnets,13.99,26.99,48,28,False,Unknown,Dark Gray,Light Grey,1685067,SKUF31518
accessories,Cache-oreilles,5.99,11.99,50,66,False,Unknown,Unknown,Unknown,1668211,SKUE94425
accessories,Bucket Hat,15.25,25.99,41,78,False,Unknown,Black,Khaki,1668909,SKUF06774
accessories,Chapeaux & Bonnets,14.49,29.0,50,21,False,Unknown,Army Green,Unknown,1665960,SKUE77201
accessories,Baseball Caps,13.99,25.99,46,32,False,Unknown,Gray,Khaki,1674348,SKUF14180
accessories,Gants,27.99,43.99,36,11,False,Unknown,Black,Army Green,1692423,SKUF42051
accessories,Gants,15.99,29.99,47,49,False,Unknown,Rose,Blue,1682599,SKUF27728
accessories,Chapeaux & Bonnets,13.99,26.99,48,18,False,Unknown,Light Blue,Black,1674367,SKUF04425
accessories,Chapeaux & Bonnets,12.99,25.99,50,21,False,Unknown,Yellow,Unknown,1690280,SKUF20920
accessories,Beanie Hat,12.49,22.49,45,42,False,Unknown,Black,White,1669507,SKUE92750
accessories,Beanie Hat,10.99,22.99,52,17,False,Unknown,Black,Pink,1677732,SKUF19140
accessories,Baseball Caps,11.99,22.99,48,6,False,Unknown,Khaki,Black,1679047,SKUF23693
accessories,Beanie Hat,11.99,23.99,50,47,False,Unknown,Black,Coffee,1677734,SKUF19135
accessories,Chapeaux & Bonnets,9.99,16.99,41,373,False,Unknown,Gray,Blue,1671872,SKUF08305
accessories,Baseball Caps,9.99,18.99,47,73,False,Unknown,Navy,Black,1674377,SKUF11351
accessories,Flat Caps,17.49,37.34,53,140,False,Unknown,Black,camel,1637790,SKUE50978
accessories,Cache-oreilles & Masques,5.99,16.01,63,686,False,Unknown,#01,#02,1654953,SKUE76490
accessories,Chapeaux & Bonnets,13.99,26.99,48,35,False,Unknown,Black,Army Green,1666600,SKUE75375
accessories,Beanie Hat,9.99,18.99,47,91,False,Unknown,Leopard,Green,1690702,SKUF28537
accessories,Cache-oreilles,5.99,11.99,50,147,False,Unknown,Unknown,Unknown,1668210,SKUE94427
accessories,Chapeaux & Bonnets,12.99,23.99,46,46,False,Unknown,Black,Navy,1674357,SKUF04432
accessories,Flat Caps,20.49,42.47,52,121,False,Unknown,Black,Grey,1637791,SKUE50991
accessories,Skull Caps,12.99,25.99,50,71,False,Unknown,Yellow,Unknown,1690229,SKUF19523
accessories,Ceintures & Bretelles,32.99,64.99,49,35,False,Unknown,Black,Coffee,1682316,SKUF26232
accessories,Cache-oreilles,4.99,9.99,50,110,False,Unknown,Unknown,Unknown,1676041,SKUF09796
accessories,Cache-oreilles & Masques,4.99,9.99,50,98,False,Unknown,Black,Gray,1676042,SKUF09707
accessories,Beanie Hat,10.99,22.99,52,108,False,Unknown,Black,Blue,1669588,SKUE92909
accessories,Cache-oreilles,5.99,11.99,50,106,False,Unknown,Unknown,Unknown,1668209,SKUE94426
accessories,Chapeaux & Bonnets,6.99,13.99,50,85,False,Unknown,Red,Beige,1686029,SKUF28443
accessories,Beanie Hat,10.99,22.99,52,63,False,Unknown,Khaki,Black,1694979,SKUF33483
accessories,Skull Caps,13.99,26.99,48,53,False,Unknown,Blue,Unknown,1690613,SKUF24036
accessories,Chapeaux & Bonnets,10.99,21.99,50,58,False,Unknown,Army Green,Light Grey,1680830,SKUF25633
accessories,Gants,25.99,49.99,48,53,False,Unknown,Black,Brown,1691311,SKUF41075
accessories,Baseball Caps,9.99,18.99,47,20,False,Unknown,Navy,Black,1674376,SKUF11354
accessories,Baseball Caps,14.99,28.99,48,21,False,Unknown,Unknown,Unknown,1674134,SKUE94195
accessories,Ceintures & Bretelles,49.99,99.99,50,10,False,Unknown,Green,Coffee,1682449,SKUF26286
accessories,Cache-oreilles,5.99,11.99,50,97,False,Unknown,Blue,Pink,1668212,SKUE94424
accessories,Cache-oreilles,6.99,0.0,0,30,False,Unknown,# 01,Unknown,1695105,SKUF38828
accessories,Beanie Hat,11.49,21.73,47,30,False,Unknown,Gray,Unknown,1662888,SKUE95123
accessories,Cache-oreilles,5.99,11.99,50,126,False,Unknown,Unknown,Unknown,1668213,SKUE94428
accessories,Cache-oreilles,6.99,0.0,0,45,False,Unknown,# 01,Unknown,1695114,SKUF38928
accessories,Flat Caps,17.49,29.26,40,60,False,Unknown,Black,Unknown,1637789,SKUE50982
accessories,Beanie Hat,7.99,14.99,47,43,False,Unknown,Unknown,Unknown,1676014,SKUF16169
accessories,Chapeaux & Bonnets,11.99,20.0,40,19,False,Unknown,Khaki,Black,1679096,SKUF23906
accessories,Foulards & Écharpes,28.74,71.68,60,236,False,Unknown,#01,Unknown,1565548,SKUD51316
accessories,Headband & Bandeaux,4.99,8.99,45,58,False,Unknown,#01,#02,1686032,SKUF28417
accessories,Chapeaux & Bonnets,11.99,23.99,50,52,False,Unknown,Navy,Pink,1674846,SKUF06912
accessories,Chapeaux & Bonnets,11.99,23.99,50,21,False,Unknown,Khaki,Black,1679074,SKUF23801
accessories,Cache-oreilles,4.99,9.99,50,34,False,Unknown,Unknown,Unknown,1676046,SKUF09784
accessories,Chapeaux & Bonnets,13.99,27.99,50,8,False,Unknown,kaki,armée verte,1690110,SKUF19507
accessories,Baseball Caps,8.99,16.99,47,9,False,Unknown,Unknown,Unknown,1674138,SKUE94307
accessories,Beanie Hat,11.99,24.99,52,29,False,Unknown,Black,Navy,1677731,SKUF19129
accessories,Flat Caps,17.49,27.68,37,53,False,Unknown,Black,Unknown,1637788,SKUE51001
accessories,Chapeaux & Bonnets,11.99,23.99,50,21,False,Unknown,Black,Gray,1681952,SKUF04434
accessories,Beanie Hat,20.99,40.99,49,41,False,Unknown,Black,Unknown,1676007,SKUF16119
accessories,Beanie Hat,11.99,23.99,50,41,False,Unknown,Gray,Red,1677733,SKUF19153
accessories,Baseball Caps,10.99,15.99,31,12,False,Unknown,Yellow,White,1701892,SKUF45993
accessories,Chapeaux & Bonnets,14.99,29.99,50,36,False,Unknown,Black,Orange,1667386,SKUE95910
accessories,Beanie Hat,11.49,21.71,47,82,False,Unknown,Blue,Black,1669498,SKUE93185
accessories,Chapeaux & Bonnets,13.99,26.99,48,28,False,Unknown,Dark Gray,Light Grey,1685067,SKUF31518
accessories,Cache-oreilles,5.99,11.99,50,66,False,Unknown,Unknown,Unknown,1668211,SKUE94425
accessories,Bucket Hat,15.25,25.99,41,78,False,Unknown,Black,Khaki,1668909,SKUF06774
accessories,Chapeaux & Bonnets,14.49,29.0,50,21,False,Unknown,Army Green,Unknown,1665960,SKUE77201
accessories,Baseball Caps,13.99,25.99,46,32,False,Unknown,Gray,Khaki,1674348,SKUF14180
accessories,Gants,27.99,43.99,36,11,False,Unknown,Black,Army Green,1692423,SKUF42051
accessories,Gants,15.99,29.99,47,49,False,Unknown,Rose,Blue,1682599,SKUF27728
accessories,Chapeaux & Bonnets,13.99,26.99,48,18,False,Unknown,Light Blue,Black,1674367,SKUF04425
accessories,Chapeaux & Bonnets,12.99,25.99,50,21,False,Unknown,Yellow,Unknown,1690280,SKUF20920
accessories,Beanie Hat,12.49,22.49,45,42,False,Unknown,Black,White,1669507,SKUE92750
accessories,Beanie Hat,10.99,22.99,52,17,False,Unknown,Black,Pink,1677732,SKUF19140
accessories,Baseball Caps,11.99,22.99,48,6,False,Unknown,Khaki,Black,1679047,SKUF23693
accessories,Beanie Hat,11.99,23.99,50,47,False,Unknown,Black,Coffee,1677734,SKUF19135
accessories,Flat Caps,16.68,30.75,46,97,False,Unknown,marron,Noir,1393793,SKUA85635
accessories,Beanie Hat,29.35,58.48,50,289,False,Unknown,Unknown,Unknown,1574409,SKUD63925
accessories,Bucket Hat,13.19,26.37,50,923,False,Socofy-1,Bleu ciel,Gris,1043756,SKU234195
accessories,Chapeaux & Bonnets,16.49,33.0,50,29,False,Unknown,Navy,Coffee,1635359,SKUE41365
accessories,Lunettes de lecture,10.7,20.17,47,267,False,Unknown,# 01,# 02,1065741,SKU230509
accessories,Lunettes de lecture,9.66,17.84,46,208,False,Unknown,Unknown,Unknown,944198,SKU155247
accessories,Flat Caps,9.39,18.08,48,103,False,Unknown,marron,armée verte,1117225,SKU558886
accessories,Lunettes de lecture,9.06,17.09,47,234,False,Unknown,Unknown,Unknown,1533811,SKUC95699
accessories,Chapeaux & Bonnets,23.3,46.34,50,121,False,Unknown,kaki,Noir,1445036,SKUB55181
accessories,Ceintures & Bretelles,19.33,38.46,50,412,False,Unknown,Noir,Unknown,1420156,SKUB30116
accessories,Foulards & Écharpes,13.6,24.75,45,144,False,Unknown,Red,Gray,1593354,SKUD92864
accessories,Chaussettes,7.04,13.66,49,124,False,Unknown,Unknown,Unknown,1502175,SKUC45637
accessories,Lunettes de lecture,14.02,27.08,48,1115,False,Unknown,# 01,# 02,1145306,SKU640874
accessories,Beanie Hat,15.38,28.78,47,185,False,Unknown,# 01,# 02,1170228,SKU695454
accessories,Chapeaux & Bonnets,15.22,31.42,52,24,False,Unknown,Green,Black,1613805,SKUE25249
accessories,Bucket Hat,14.61,27.65,47,66,False,Unknown,Khaki,Black,1516595,SKUB99514
accessories,Ceintures & Bretelles,12.22,22.84,47,342,False,Unknown,#1,# 2,1223354,SKU767388
accessories,Phone Case,16.15,30.5,47,106,False,Unknown,marron,Rose rouge,1429210,SKUB41218
accessories,Ceintures & Bretelles,13.16,24.81,47,92,False,Unknown,Gris,Unknown,1302243,SKU969206
accessories,Beanie Hat,11.19,22.48,50,101,False,Unknown,Noir,blanc,1458013,SKUB68502
accessories,Foulards & Écharpes,15.35,31.32,51,314,False,MEANBEAUTY,armée verte,Bleu,1259070,SKU876764
accessories,Flat Caps,12.5,25.35,51,124,False,Unknown,#1,#2,1231803,SKU817768
accessories,Lunettes de lecture,12.34,22.97,46,1000,False,Unknown,Unknown,Unknown,1130961,SKU578881
accessories,Headband & Bandeaux,3.99,7.99,50,15,False,Unknown,#01,#02,1694791,SKUF36736
accessories,Chaussettes & Collants,17.18,32.48,47,859,False,Unknown,Noir,blanc,1376902,SKUA66210
accessories,Chapeaux & Bonnets,9.67,19.1,49,21,False,Unknown,Bleu foncé,Noir,1556297,SKUD36309
accessories,Flat Caps,15.63,28.71,46,49,False,Unknown,kaki,Noir,1430991,SKUB43638
accessories,Ceintures & Bretelles,10.96,24.23,55,89,False,Unknown,blanc,marron,1278760,SKU910524
accessories,Ceintures & Bretelles,16.4,28.66,43,564,False,Unknown,Unknown,Unknown,1064279,SKU429595
accessories,Lunettes,15.99,29.99,47,34,False,Unknown,White,Black,1685930,SKUF11161
accessories,Cache-oreilles & Masques,21.49,43.0,50,166,False,Unknown,#01,#02,1659237,SKUE88697
accessories,Ceintures & Bretelles,14.61,27.57,47,114,False,Unknown,Black,Unknown,1529990,SKUC73581
accessories,Chaussettes,13.05,26.09,50,112,False,Unknown,blanc,Noir,1304163,SKU969911
accessories,Lunettes,10.58,21.16,50,615,False,Unknown,#1,# 2,1298745,SKU949638
accessories,Cache-oreilles & Masques,18.49,34.68,47,34,False,Unknown,Unknown,Unknown,1665252,SKUE91974
accessories,Chapeaux & Bonnets,18.99,36.99,49,11,False,Unknown,Noir,Rose,1697033,SKUF46576
accessories,Baseball Caps,10.99,15.99,31,8,False,Unknown,Red,Blue,1701957,SKUF46024
accessories,Cache-oreilles,4.99,9.99,50,11,False,Unknown,Unknown,Unknown,1675341,SKUF14016
accessories,Baseball Caps,10.99,15.99,31,11,False,Unknown,Yellow,Khaki,1702046,SKUF46850
accessories,Beanie Hat,31.07,61.33,49,78,False,Unknown,Rose,Orange,1436219,SKUB47200
accessories,Bucket Hat,12.27,25.75,52,1327,False,Unknown,Rose rouge,royal Blue,1096628,SKU501876
accessories,Flat Caps,13.38,25.06,47,110,False,Unknown,Bleu,Noir,1291445,SKU948664
accessories,Ceintures & Bretelles,22.57,43.05,48,492,False,Unknown,Noir,black1,1165881,SKU650106
accessories,Bucket Hat,13.22,25.4,48,428,False,Unknown,Noir,gris,1356945,SKUA37061
accessories,Chapeaux & Bonnets,13.99,26.99,48,21,False,Unknown,Khaki,Pink,1674841,SKUF07065
accessories,Baseball Caps,16.11,32.48,50,269,False,Unknown,Noir,Marine,1203978,SKU775244
accessories,Chapeaux & Bonnets,13.32,25.7,48,189,False,Unknown,kaki,Noir,1245968,SKU803062
accessories,Beanie Hat,10.57,20.11,47,200,False,Unknown,Beige,Marine,1015808,SKU300408
accessories,Baseball Caps,13.49,28.23,52,12,False,Unknown,Pink,Orange,1662350,SKUE75383
accessories,Chaussettes,5.99,9.99,40,7,False,Unknown,#01,#02,1713900,SKUF68394
accessories,Lunettes de lecture,18.22,34.93,48,299,False,Unknown,#1,Unknown,1312486,SKU972587
accessories,Chapeaux & Bonnets,15.62,31.26,50,47,False,Unknown,Black,Navy,1623818,SKUD95888
accessories,Beanie Hat,12.95,23.48,45,67,False,Unknown,# 01,# 02,1167272,SKU697541
accessories,Flat Caps,12.99,15.99,19,4,False,Unknown,Black,Green,1701677,SKUF45222
accessories,Ceintures & Bretelles,18.8,34.82,46,502,False,Unknown,café,rouge,1143614,SKU637650
accessories,Chaussettes,5.44,10.02,46,104,False,Unknown,Noir,blanc,1172685,SKU684056
accessories,Sun Protection Sleeve,4.99,9.99,50,9,False,Unknown,#01,#02,1693406,SKUF39565
accessories,Straw Hats,9.82,19.04,48,42,False,Unknown,kaki,Noir,1324545,SKU996538
accessories,Chaussettes & Collants,13.06,25.59,49,84,False,Unknown,blanc,Noir,1443768,SKUB61721
accessories,Beanie Hat,13.98,34.24,59,52,False,Unknown,rouge,Noir,1354489,SKU800487
accessories,Lunettes,18.78,44.56,58,6,False,Unknown,rouge,Violet,1402706,SKUB00782
accessories,Chaussettes & Collants,7.06,16.15,56,70,False,Unknown,Noir,Gris foncé,1403320,SKUB03764
accessories,Beanie Hat,8.87,20.9,58,29,False,Unknown,Bleu,Rose,1405930,SKUB09772
accessories,Chaussettes,12.28,28.4,57,16,False,Unknown,Marine,Unknown,1411999,SKUB17792
accessories,Chaussettes & Collants,5.96,14.02,58,16,False,Unknown,Noir,blanc,1413537,SKUB20445
accessories,Chaussettes & Collants,5.63,12.63,55,23,False,Unknown,#1,#2,1413580,SKUB20461
accessories,Chaussettes & Collants,6.22,14.13,56,27,False,Unknown,#1,#2,1413591,SKUB20478
accessories,Chaussettes,6.26,14.37,56,19,False,Unknown,blanc,Jaune,1417050,SKUB23761
accessories,Beanie Hat,13.46,32.93,59,44,False,Unknown,rouge,Noir,1381926,SKUA75268
accessories,Beanie Hat,10.49,25.23,58,30,False,Unknown,Bleu,kaki,1386016,SKUA81155
accessories,Chapeaux & Bonnets,14.98,36.48,59,15,False,Unknown,Noir,Beige,1386017,SKUA81154
accessories,Baseball Caps,13.44,32.44,59,11,False,Unknown,Beige,Rose,1386090,SKUA81122
accessories,Chapeaux & Bonnets,10.5,25.37,59,20,False,Unknown,Jaune,kaki,1386101,SKUA81116
accessories,Beanie Hat,12.78,30.18,58,4,False,Unknown,kaki,gris,1387050,SKUA83199
accessories,Beanie Hat,11.6,28.24,59,16,False,Unknown,rouge,kaki,1387457,SKUA83402
accessories,Beanie Hat,13.46,32.96,59,9,False,Unknown,Noir,Marine,1388217,SKUA83251
accessories,Chaussettes,11.26,26.14,57,25,False,Unknown,#1,#2,1391149,SKUA85431
accessories,Beanie Hat,21.65,51.53,58,26,False,Unknown,Noir,Gris,1392884,SKUA83245
accessories,Beanie Hat,8.99,20.71,57,34,False,Unknown,rouge,kaki,1395940,SKUA94015
accessories,Chapeaux & Bonnets,14.7,34.35,57,15,False,Unknown,rouge,Bleu,1396099,SKUA65982
accessories,Beanie Hat,9.98,23.29,57,5,False,Unknown,Noir,blanc,1397550,SKUA96342
accessories,Beanie Hat,8.77,20.26,57,14,False,Unknown,kaki,Noir,1399146,SKUA82916
accessories,Phone Case,6.99,13.62,49,66,False,Unknown,vert,Rose,1428176,SKUB38629
accessories,Phone Case,7.67,14.02,45,54,False,Unknown,#1,#2,1432582,SKUB44400
accessories,Phone Case,9.31,20.57,55,179,False,Unknown,#1,#2,1432621,SKUB45575
accessories,Bucket Hat,30.46,75.04,59,13,False,Unknown,Beige,Gris,1434077,SKUB47356
accessories,Bucket Hat,12.01,29.28,59,13,False,Unknown,Bleu,1,1460099,SKUB79614
accessories,Bucket Hat,11.51,41.7,72,10,False,Unknown,Vert clair,Gris foncé,1460126,SKUB80031
accessories,Chapeaux & Bonnets,8.79,23.0,62,3,False,Unknown,Red,Blue,1652958,SKUE75180
accessories,Gants,9.26,24.47,62,42,False,Unknown,Khaki,Gray,1602664,SKUE02373
accessories,Chapeaux & Bonnets,7.1,28.28,75,20,False,Unknown,Noir,Suit red,1610241,SKUE06094
accessories,Chapeaux & Bonnets,36.3,91.95,61,16,False,Unknown,Brown,Gray,1613903,SKUE21215
accessories,Bucket Hat,10.07,27.73,64,13,False,Unknown,Purple,Gray,1617178,SKUE27258
accessories,Chapeaux & Bonnets,14.92,37.32,60,9,False,Unknown,Noir,Marine,1618242,SKUE06088
accessories,Chapeaux & Bonnets,19.38,41.9,54,10,False,Unknown,Unknown,Unknown,1536857,SKUC91036
accessories,Chapeaux & Bonnets,7.75,20.2,62,0,False,Unknown,Black,Gray,1546091,SKUD16401
accessories,Chapeaux & Bonnets,11.3,26.66,58,4,False,Unknown,# 01,# 02,1484702,SKUB85816
accessories,Coques de téléphone,3.42,8.08,58,77,False,Unknown,# 01,# 02,1490603,SKUC21793
accessories,Chapeaux & Bonnets,8.07,19.19,58,4,False,Unknown,Grey,Blue,1623781,SKU797208
accessories,Lunettes,8.12,19.75,59,69,False,Unknown,#1,#2,1298867,SKU949621
accessories,Chaussettes,3.43,7.93,57,35,False,Unknown,gris,Marine,1262904,SKU883342
accessories,Bucket Hat,17.57,37.4,53,17,False,Unknown,rouge,Unknown,1262908,SKU888405
accessories,Bucket Hat,6.68,22.78,71,25,False,Unknown,Beige,kaki,1265428,SKU886751
accessories,Baseball Caps,10.09,25.25,60,8,False,Unknown,Noir,Orange,1265977,SKU892849
accessories,Bucket Hat,9.38,21.79,57,59,False,Unknown,Bleu,Rose,1266953,SKU892832
accessories,Chaussettes,2.0,9.97,80,17,False,Unknown,Vert foncé,Bleu,1267189,SKU895172
accessories,Baseball Caps,9.12,26.26,65,20,False,Unknown,Marine,kaki,1267290,SKU896927
accessories,Baseball Caps,7.0,19.45,64,9,False,Unknown,Bleu,Noir,1267292,SKU896920
accessories,Cache-oreilles & Masques,3.47,18.18,81,38,False,Unknown,# 01,# 02,1268709,SKU847633
accessories,Lunettes de lecture,14.51,34.58,58,31,False,Unknown,# 01,rouge,1268784,SKU891836
accessories,Bucket Hat,12.91,31.42,59,44,False,Unknown,Noir,gris,1268965,SKU892623
accessories,Chaussettes,3.8,13.57,72,18,False,Unknown,Noir,Violet,1269765,SKU895118
accessories,Ceintures & Bretelles,9.79,24.8,61,19,False,Unknown,Noir,vert,1270062,SKU895058
accessories,Bucket Hat,14.38,33.98,58,11,False,Unknown,Orange,Rose,1270499,SKU892853
accessories,Chaussettes & Collants,2.54,8.08,69,74,False,Unknown,Noir,Rose,1273616,SKU908853
accessories,Chaussettes & Collants,4.85,12.12,60,21,False,Unknown,Noir,blanc,1275317,SKU912976
accessories,Chaussettes,3.54,9.65,63,39,False,Unknown,Bleu profond,café,1275318,SKU909812
accessories,Baseball Caps,11.76,25.77,54,15,False,NUZADA,#1,#2,1281416,SKU931369
accessories,Baseball Caps,5.24,16.02,67,21,False,Unknown,Bleu,Noir,1283700,SKU933597
accessories,Chapeaux & Bonnets,6.07,20.07,70,24,False,Unknown,Beige,gris,1288917,SKU940374
accessories,Bucket Hat,9.24,25.66,64,49,False,Unknown,Bleu,Rose,1293039,SKU944556
accessories,Autres,6.38,16.68,62,60,False,Unknown,Noir,blanc,1294144,SKU943380
accessories,Lunettes,8.89,20.71,57,70,False,Unknown,gris,Orange,1296062,SKU949588
accessories,Foulards & Écharpes,14.29,46.43,69,51,False,Unknown,Jaune,rouge,1296842,SKU961541
accessories,Foulards & Écharpes,14.19,37.21,62,36,False,Unknown,Violet,rouge,1296843,SKU961562
accessories,Baseball Caps,11.18,28.47,61,34,False,Unknown,Noir,gris,1240422,SKU844852
accessories,Beanie Hat,11.02,26.23,58,77,False,Unknown,Rose et gris,Noir + Blanc,1242153,SKU841845
accessories,Foulards & Écharpes,13.94,33.95,59,29,False,Unknown,rouge,Bleu,1243792,SKU774832
accessories,Beanie Hat,7.09,16.21,56,76,False,Unknown,Noir,blanc,1243883,SKU848433
accessories,Chaussettes,5.92,19.14,69,23,False,Unknown,#1,#2,1245937,SKU855941
accessories,Baseball Caps,8.29,19.37,57,43,False,Unknown,kaki,Noir,1253151,SKU872802
accessories,Baseball Caps,8.79,20.82,58,13,False,Unknown,Noir,blanc,1256832,SKU877772
accessories,Baseball Caps,10.21,26.2,61,25,False,Unknown,Jaune,Noir,1256839,SKU872963
accessories,Bucket Hat,10.33,24.34,58,25,False,Unknown,Noir,Beige,1258027,SKU884558
accessories,Bucket Hat,8.39,19.98,58,28,False,Unknown,Noir,Orange sombre,1258561,SKU880675
accessories,Baseball Caps,12.6,19.41,35,51,False,NUZADA,rouge,Bleu,1258563,SKU880643
accessories,Ceintures & Bretelles,7.82,20.08,61,33,False,Unknown,#1,#2,1259871,SKU859802
accessories,Chaussettes & Collants,3.2,8.03,60,73,False,Unknown,Nu,Noir,1259961,SKU883018
accessories,Baseball Caps,12.91,30.04,57,144,False,Unknown,#1,#2,1200617,SKU759216
accessories,Chaussettes & Collants,3.46,7.97,57,101,False,Unknown,vert,Bleu,1200949,SKU724399
accessories,Baseball Caps,10.65,24.73,57,58,False,Unknown,Noir,chameau,1203116,SKU766794
accessories,Chaussettes,3.86,9.05,57,50,False,Unknown,#1,#2,1205007,SKU772554
accessories,Foulards & Écharpes,9.17,21.23,57,26,False,Unknown,Noir,blanc,1205373,SKU776874
accessories,Baseball Caps,5.11,16.18,68,43,False,Unknown,Noir,blanc,1205374,SKU775068
accessories,Beanie Hat,21.13,49.42,57,60,False,Unknown,Noir,blanc,1206390,SKU766791
accessories,Gants,13.93,32.38,57,62,False,Unknown,rouge,Jaune,1208118,SKU784898
accessories,Baseball Caps,19.15,44.31,57,18,False,Unknown,# 01,# 02,1212380,SKU784895
accessories,Beanie Hat,19.09,45.24,58,51,False,Unknown,kaki,Noir,1214174,SKU799623
accessories,Chaussettes & Collants,6.67,15.51,57,17,False,Unknown,Noir,blanc,1214309,SKU787851
accessories,Chaussettes,5.86,14.87,61,104,False,Unknown,kaki,vert,1214647,SKU787910
accessories,Chaussettes & Collants,4.75,10.99,57,26,False,Unknown,Noir,rouge,1214770,SKU787900
accessories,Chaussettes & Collants,4.75,10.99,57,24,False,Unknown,Noir,blanc,1215039,SKU787798
accessories,Chaussettes,3.78,9.07,58,35,False,Unknown,Noir,blanc,1217344,SKU776399
